unique_id,reactA,reactAT,reactB,reactBT,reactC,reactCT,reactD,reactDT,pc,reactScheme,coating,supports,supportsCat,batchmass,dp,pV,areaSSA,particlesize,processpressure,flow,pretreat_medium,pretreat_T,A_dosing,A_T,B_dosing,B_T,C_dosing,C_T,D_dosing,D_T,cycles,GPC
654,ZrCl4,270-280,H2O,,,,,,N2,A-B,ZrOx,Al2O3,MO,3-6,,0.5,190,150-300 or 700-1000,5-10,,,600,,600,,600,,,,,1,
655,Hacac,60,,,,,,,N2,A,C*,Al2O3,MO,4-6,,,195,250-500,,,,200,,200,,,,,,,1,
656,Hacac,60,,,,,,,N2,A,C*,Al2O3,MO,4-6,,,195,250-500,,,,200,,200,,,,,,,1,
657,Hacac,60,,,,,,,N2,A,C*,Al2O3,MO,4-6,,,195,250-500,,,,300,,200,,,,,,,1,
658,Hacac,60,,,,,,,N2,A,C*,Al2O3,MO,4-6,,,195,250-500,,,,300,,270,,,,,,,1,
659,Hacac,60,,,,,,,N2,A,C*,Al2O3,MO,4-6,,,195,250-500,,,,600,,200,,,,,,,1,
660,Hacac,60,,,,,,,N2,A,C*,Al2O3,MO,4-6,,,195,250-500,,,,600,,200,,,,,,,1,
661,Hacac,60,,,,,,,N2,A,C*,Al2O3,MO,4-6,,,195,250-500,,,,600,,200,,,,,,,1,
662,Hacac,60,,,,,,,N2,A,C*,Al2O3,MO,4-6,,,195,250-500,,,,600,,270,,,,,,,1,
663,Hacac,60,,,,,,,N2,A,C*,SiO2,MO,4-6,,,300,100,,,,600,,200,,,,,,,1,
664,ZrCl4,,H2O,,,,,,N2,A-B,ZrOx,SiO2,MO,5-12,,1.6,300,,,,,300,,300,,300,,,,,5,
665,ZrCl4,,H2O,,,,,,N2,A-B,ZrOx,Al2O3,MO,5-12,,0.5,190,,,,,600,,300,,600,,,,,5,
666,TMA,23,,,,,,,N2,A,Al*,Al2O3,MO,10,,,,250-500,1-5,,,200,,150,,,,,,,1,
667,TMA,23,,,,,,,,A,Al*,Al2O3,MO,10,,,,250-500,1-5,,,300,,150,,,,,,,1,
668,TMA,23,,,,,,,,A,Al*,Al2O3,MO,10,,,,250-500,1-5,,,400,,150,,,,,,,1,
669,TMA,23,,,,,,,,A,Al*,Al2O3,MO,10,,,,250-500,1-5,,,500,,150,,,,,,,1,
670,TMA,23,,,,,,,,A,Al*,Al2O3,MO,10,,,,250-500,1-5,,,800,,150,,,,,,,1,
671,TMA,23,,,,,,,,A,Al*,Al2O3,MO,10,,,,250-500,1-5,,,560,,80,,,,,,,1,
672,TMA,23,,,,,,,,A,Al*,Al2O3,MO,10,,,,250-500,1-5,,,560,,150,,,,,,,1,
673,TMA,23,,,,,,,,A,Al*,Al2O3,MO,10,,,,250-500,1-5,,,560,,200,,,,,,,1,
674,TMA,23,,,,,,,,A,Al*,Al2O3,MO,10,,,,250-500,1-5,,,560,,250,,,,,,,1,
675,TMA,23,,,,,,,,A,Al*,Al2O3,MO,10,,,,250-500,1-5,,,560,,300,,,,,,,1,
676,TMA,23,,,,,,,,A,Al*,Al2O3,MO,10,,,,250-500,1-5,,,560,,327,,,,,,,1,
677,TMA,23,,,,,,,,A,Al*,Al2O3,MO,10,,,,250-500,1-5,,,560,,350,,,,,,,1,
678,TMA,23,NH3,23,,,,,,A-B,AlN,Al2O3,MO,10,,,,250-500,1-5,,,560,,150,,150,,,,,1,
679,TMA,23,NH3,23,,,,,,A-B,AlN,Al2O3,MO,10,,,,250-500,1-5,,,560,,150,,250,,,,,1,
680,TMA,23,NH3,23,,,,,,A-B,AlN,Al2O3,MO,10,,,,250-500,1-5,,,560,,150,,300,,,,,1,
681,TMA,23,NH3,23,,,,,,A-B,AlN,Al2O3,MO,10,,,,250-500,1-5,,,560,,150,,350,,,,,1,
682,TMA,23,NH3,23,,,,,,A-B,AlN,Al2O3,MO,10,,,,250-500,1-5,,,560,,150,,450,,,,,1,
683,TMA,23,NH3,23,,,,,,A-B,AlN,Al2O3,MO,10,,,,250-500,1-5,,,560,,150,,550,,,,,1,
684,VO(acac)2,160,O2 (air),,,,,,,A-B,VOx,SiO2,MO,3,,,300,,1-10,,air,500,,160,360,500,,,,,1,
685,VO(acac)2,160,O2 (air),,,,,,,A-B,VOx,Al2O3,MO,3,,,200,,1-10,,air,500,,160,360,500,,,,,1,
686,VO(acac)2,160,O2 (air),,,,,,,A-B,VOx,ZrO2,MO,3,,,59,,1-10,,air,500,,160,360,500,,,,,1,
687,Ta(OEt)5,200,O2 (air),,,,,,,A-B,TaOx,SiO2,MO,3,,,300,,1-10,,air,500,,200,360,500,,,,,1,
688,Ta(OEt)5,200,O2 (air),,,,,,,A-B,TaOx,Al2O3,MO,3,,,200,,1-10,,air,500,,200,360,500,,,,,1,
689,Ta(OEt)5,200,O2 (air),,,,,,,A-B,TaOx,ZrO2,MO,3,,,59,,1-10,,air,500,,200,360,500,,,,,1,
690,VO(acac)2,160,Ta(OEt)5,200,O2 (air),,,,,(A-C)-(B-C),TaVOx,SiO2,MO,3,,,300,,1-10,,air,500,,160,,200,360,500,,,1,
691,VO(acac)2,160,Ta(OEt)5,200,O2 (air),,,,,(A-C)-(B-C),TaVOx,Al2O3,MO,3,,,200,,1-10,,air,500,,160,,200,360,500,,,1,
692,VO(acac)2,160,Ta(OEt)5,200,O2 (air),,,,,(A-C)-(B-C),TaVOx,ZrO2,MO,3,,,59,,1-10,,air,500,,160,,200,360,500,,,1,
693,TMA,,NH3,,,,,,N2,A-B,AlN,SiO2,MO,5,,,288,,1-10,,air,750,,150,,550,,,,,2,
694,TMA,,NH3,,,,,,N2,A-B,AlN,SiO2,MO,5,,,288,,1-10,,air,750,,150,,550,,,,,4,
695,TMA,,NH3,,,,,,N2,A-B,AlN,SiO2,MO,5,,,288,,1-10,,air,750,,150,,550,,,,,6,
696,Co(acac)3,170,,,,,,,N2,A,Co*,AlN/SiO2,MN,5,,,275,,1-10,,,,,180,,,,,,,1,
697,Co(acac)3,170,,,,,,,N2,A,Co*,AlN/SiO2,MN,5,,,223,,1-10,,,,,180,,,,,,,1,
698,Co(acac)3,170,,,,,,,N2,A,Co*,SiO2,MO,5,,,288,,1-10,,,,,180,,,,,,,1,
699,TMA,,NH3,,,,,,N2,A-B,AlN,Al2O3,MO,10,,,,250-500,,,air,800,,150,,550,,,,,6,
700,TMA,,NH3,,,,,,N2,A-B,AlN,SiO2,MO,10,,,,315-500,,,air,800,,150,,550,,,,,6,
701,Ni(acac)2,,O2 (air),,,,,,N2,A-B,NiOx,Al2O3,MO,,,0.47,140,,10,,,875,,200,,400,,,,,2,
702,Ni(acac)2,,O2 (air),,,,,,N2,A-B,NiOx,Al2O3,MO,,,0.47,140,,10,,,875,,200,,400,,,,,4,
703,Ni(acac)2,,O2 (air),,,,,,N2,A-B,NiOx,SiO2,MO,,,0.82,485,,10,,,200,,200,,400,,,,,1,
704,Ni(acac)2,,O2 (air),,,,,,N2,A-B,NiOx,SiO2,MO,,,0.82,485,,10,,,200,,200,,400,,,,,2,
705,TMA,,H2O,,,,,,N2,A-B,AlOx,Fe,M,,,,,50-80,,,,,,180,,180,,,,,30,0.13-0.18 nm
706,TMA,,H2O,,,,,,N2,A-B,AlOx,Fe,M,,,,,,,,,,,180,,180,,,,,50,0.13-0.18 nm
707,TMA,,H2O,,,,,,,A-B,AlOx,SiO2,MO,,,,,0.04,,,,,,177,,177,,,,,50,0.2 nm
708,TMA,,H2O,,,,,,,A-B,AlOx,TiO2,MO,,,,,0.021,,,,,,177,,177,,,,,50,0.2 nm
709,TMA,,H2O,,,,,,,A-B,AlOx,TiO2,MO,,,,,0.021,,,,,,177,,177,,,,,25,0.2 nm
710,TMA,,H2O,,,,,,,A-B,AlOx,TiO2,MO,,,,,0.021,,,,,,177,,177,,,,,50,0.2 nm
711,not specified,,O2,,,,,,N2,A-B,YOx,AlN,MN,,,,3.4,,,,,,,300,,300,,,,,not reported on purpose,
712,not specified,,O2,,,,,,N2,A-B,YOx,AlN,MN,,,,3.4,,,,,,,300,,300,,,,,not reported on purpose,
713,not specified,,,,,,,,,not specified,AlOx,8YSZ,MO,,,,12.7,,,,,,,,,,,,,,1,
714,not specified,,,,,,,,,not specified,AlOx,8YSZ,MO,,,,12.7,,,,,,,,,,,,,,5,
715,not specified,,,,,,,,,not specified,AlOx,8YSZ,MO,,,,12.7,,,,,,,,,,,,,,9,
716,TMA,23,O3,23,,,,,N2,A-B,AlOx,budesonide (AstraZenica),org,5,,,5.6,0.1-10,100,,,,,40,1,40,1,,,,10,
717,TMA,23,O3,23,,,,,N2,A-B,AlOx,budesonide (AstraZenica),org,5,,,5.6,0.1-10,100,,,,,40,1,40,1,,,,50,
718,TiCl4,23,H2O,23,,,,,N2,A-B,TiOx,budesonide (AstraZenica),org,5,,,5.6,0.1-10,100,,,,,40,0.5,40,1,,,,10,0.3
719,TiCl4,23,H2O,23,,,,,N2,A-B,TiOx,budesonide (AstraZenica),org,5,,,5.6,0.1-10,100,,,,,40,0.5,40,1,,,,50,0.3
720,SiCl4,23,H2O,23,,,,,N2,A-B,SiOx,budesonide (AstraZenica),org,5,,,5.6,0.1-10,100,,,,,40,0.25,40,1,,,,100,0.1
721,TMA,30,O3,23,,,,,N2,A-B,AlOx,budesonide (AstraZenica),org,1,,,5.6,0.1-10,100,,,,,40,1,40,1,,,,10,
722,TMA,30,O3,23,,,,,N2,A-B,AlOx,budesonide (AstraZenica),org,1,,,5.6,0.1-10,100,,,,,40,1,40,1,,,,25,
723,TMA,30,O3,23,,,,,N2,A-B,AlOx,budesonide (AstraZenica),org,1,,,5.6,0.1-10,100,,,,,40,1,40,1,,,,50,
724,TiCl4,23,H2O,23,,,,,N2,A-B,TiOx,budesonide (AstraZenica),org,1,,,5.6,0.1-10,100,,,,,40,0.5,40,1,,,,10,0.3
725,TiCl4,23,H2O,23,,,,,N2,A-B,TiOx,budesonide (AstraZenica),org,1,,,5.6,0.1-10,100,,,,,40,0.5,40,1,,,,25,0.3
726,TiCl4,23,H2O,23,,,,,N2,A-B,TiOx,budesonide (AstraZenica),org,1,,,5.6,0.1-10,100,,,,,40,0.5,40,1,,,,50,0.3
727,SiCl4,23,H2O,23,,,,,N2,A-B,SiOx,budesonide (AstraZenica),org,1,,,5.6,0.1-10,100,,,,,40,0.25,40,1,,,,10,0.1
728,SiCl4,23,H2O,23,,,,,N2,A-B,SiOx,budesonide (AstraZenica),org,1,,,5.6,0.1-10,100,,,,,40,0.25,40,1,,,,25,0.1
729,SiCl4,23,H2O,23,,,,,N2,A-B,SiOx,budesonide (AstraZenica),org,1,,,5.6,0.1-10,100,,,,,40,0.25,40,1,,,,50,0.1
730,SiCl4,23,H2O,23,,,,,N2,A-B,SiOx,budesonide (AstraZenica),org,1,,,5.6,0.1-10,100,,,,,40,0.25,40,1,,,,100,0.1
731,Fe(Cp)2,120,O2,,,,,,,A-B,FeOx,Al2O3,MO,0.5,,,130,,0.001,,air,900,,350,5,350,5,,,,10,0.016
732,Fe(Cp)2,120,O2,,,,,,,A-B,FeOx,Al2O3,MO,0.5,,,130,,0.001,,air,900,,350,5,350,5,,,,20,0.016
733,Fe(Cp)2,120,O2,,,,,,,A-B,FeOx,Al2O3,MO,0.5,,,130,,0.001,,air,900,,350,5,350,5,,,,40,0.016
734,Fe(Cp)2,120,O2,,,,,,,A-B,FeOx,Al2O3,MO,0.5,,,130,,0.001,,air,900,,350,5,350,5,,,,100,0.016
735,Ce(tmhd)4,180,O2 (air),,,,,,,A-B,CeOx,Al2O3,MO,0.5,,,130,,0.001,,air,900,,230,5,900,5,,,,5,0.02
736,Ce(tmhd)4,180,O2 (air),,,,,,,A-B,CeOx,Al2O3,MO,0.5,,,130,,0.001,,air,900,,230,5,900,5,,,,10,0.02
737,Ce(tmhd)4,180,O2 (air),,,,,,,A-B,CeOx,Al2O3,MO,0.5,,,130,,0.001,,air,900,,230,5,900,5,,,,15,0.02
738,Ce(tmhd)4,180,O2 (air),,,,,,,A-B,CeOx,Al2O3,MO,0.5,,,130,,0.001,,air,900,,230,5,900,5,,,,20,0.02
739,Ce(tmhd)4,180,O2 (air),,,,,,,A-B,CeOx,Al2O3,MO,0.5,,,130,,,,air,900,,250,5,250,5,500,5,,25,0.016
740,Zr(tmhd)4,180,O2 (air),,,,,,,A-B,ZrOx,Al2O3,MO,0.5,,,130,,,,air,900,,250,5,250,5,500,5,,25,0.024
741,Zr(tmhd)4,180,O2 (air),,Ce(tmhd)4,180,,,,(A-B)-(C-B),CeZrOx,Al2O3,MO,0.5,,,130,,,,air,900,,250,5,250,5,500,5,,50,
742,TMA,,H2O,,,,,,N2,A-B,AlOx,C (biochar),C,3,,0.054,39,2000,,,,,,177,,177,,,,,2,
743,TMA,,H2O,,,,,,N2,A-B,AlOx,C (biochar),C,3,,0.054,39,2000,,,,,,177,,177,,,,,5,
744,TMA,,H2O,,,,,,N2,A-B,AlOx,C (biochar),C,3,,0.054,39,2000,,,,,,177,,177,,,,,10,
745,Ce(iPrCp)3,,H2O,,,,,,N2,A-B,CeOx,TiO2,MO,8,,,,0.0204,,,,,,250,,250,,,,,10,
746,Ce(iPrCp)3,,H2O,,,,,,N2,A-B,CeOx,TiO2,MO,8,,,,0.0204,,,,,,250,,250,,,,,20,
747,Ce(iPrCp)3,,H2O,,,,,,N2,A-B,CeOx,TiO2,MO,8,,,,0.0204,,,,,,250,,250,,,,,40,
748,Ce(iPrCp)3,,H2O,,,,,,N2,A-B,CeOx,TiO2,MO,8,,,,0.0204,,,,,,250,,250,,,,,60,
749,Ce(iPrCp)3,,H2O,,,,,,N2,A-B,CeOx,TiO2,MO,8,,,,0.0204,,,,,,250,,250,,,,,80,
750,Ce(iPrCp)3,,H2O,,,,,,N2,A-B,CeOx,ZrO2,MO,8,,,,0.010-0.015,,,,,,250,,250,,,,,40,
751,MeCpPtMe3,,O2,,,,,,N2,A-B,Pt,C (MWCNT),C,1-5,,,,,,,,300,,300,,300,,,,,,
752,MeCpPtMe3,,O2,,,,,,N2,A-B,Pt,SiO2,MO,1-5,,,,,,,,300,,300,,300,,,,,,
753,MeCpPtMe3,,O2,,,,,,N2,A-B,Pt,Al2O3 (commericial),MO,1-5,,,,,,,,300,,300,,300,,,,,,
754,MeCpPtMe3,,O2,,,,,,N2,A-B,Pt,"Al2O3 (porous, ALD-made)",MO,1-5,,,,,,,,300,,300,,300,,,,,,
755,TMA,,H2O,,,,,,N2,A-B,AlOx,PS-DVB (porous poly styrene),poly,,,,,,,,,,,33,,33,,,,,25,
756,MeCpPtMe3,50,H2O,23,,,,,N2,A-B,Pt,SrTiO3,MO,,,,70,0.02,0.04,5-40,O3,200,5,120-300,2,120-300,,,,,1-15,
757,MeCpPtMe3,50,H2O,23,,,,,N2,A-B,Pt,SrTiO3-NC (OA),MO,,,,,,0.04,125,,,5,125-300,1,125-300,2,,,,1,
758,MeCpPtMe3,50,H2O,23,,,,,N2,A-B,Pt,SrTiO3-NC (OA),MO,,,,,,0.04,125,,,5,300,1,300,2,,,,1,
759,MeCpPtMe3,50,H2O,23,,,,,N2,A-B,Pt,SrTiO3-NC (OA),MO,,,,,,0.04,125,,,5,300,1,300,2,,,,5,
760,MeCpPtMe3,50,H2O,23,,,,,N2,A-B,Pt,SrTiO3-NC (OA),MO,,,,,,0.04,125,,,5,200,1,200,2,,,,1,
761,MeCpPtMe3,50,H2O,23,,,,,N2,A-B,Pt,SrTiO3-NC (OA),MO,,,,,,0.04,125,,,5,200,1,200,2,,,,5,
762,MeCpPtMe3,50,TTIP,100,H2O,23,,,N2,A-B-C,TiOxPt,SrTiO3-NC (OA),MO,,,,,,0.04,125,,,5,200-300,1,200-300,2,,,,1,
763,MeCpPtMe3,50,TTIP,100,H2O,23,,,N2,A-B-C,TiOxPt,SrTiO3-NC (OA),MO,,,,,,0.04,125,,,5,300,1,300,2,,,,1,
764,MeCpPtMe3,50,TTIP,100,H2O,23,,,N2,A-B-C,TiOxPt,SrTiO3-NC (OA),MO,,,,,,0.04,125,,,5,300,1,300,2,,,,4,
765,MeCpPtMe3,50,TTIP,100,H2O,23,,,N2,A-B-C,TiOxPt,SrTiO3-NC (OA),MO,,,,,,0.04,125,,,5,200,1,200,2,,,,1,
766,MeCpPtMe3,50,TTIP,100,H2O,23,,,N2,A-B-C,TiOxPt,SrTiO3-NC (OA),MO,,,,,,0.04,125,,,5,200,1,200,2,,,,4,
767,MeCpPtMe3,50,TTIP,100,H2O,23,,,N2,A-B-C,TiOxPt,SrTiO3-NC (OA),MO,,,,,,0.04,5,,,5,300,1,300,2,,,,1,
768,MeCpPtMe3,50,TTIP,100,H2O,23,,,N2,A-B-C,TiOxPt,SrTiO3-NC (OA),MO,,,,,,0.04,5,,,5,300,1,300,2,,,,4,
769,MeCpPtMe3,50,TTIP,100,H2O,23,,,N2,A-B-C,TiOxPt,SrTiO3-NC (OA),MO,,,,,,0.04,5,,,5,200,1,200,2,,,,1,
770,MeCpPtMe3,50,TTIP,100,H2O,23,,,N2,A-B-C,TiOxPt,SrTiO3-NC (OA),MO,,,,,,0.04,5,,,5,200,1,200,2,,,,4,
771,MeCpPtMe3,50,TTIP,100,H2O,23,,,N2,A-B-C,TiOxPt,SrTiO3-NC (OA),MO,,,,,,0.04,5,,,5,200-300,1,200-300,2,,,,1,
772,TMA,,H2O,,,,,,N2,A-B,AlOx,Pd/Al2O3,SM,0.5,,,,,,,,,1,200,1,200,,,,,10,
773,TMA,,H2O,,,,,,N2,A-B,AlOx,Pd/Al2O3,SM,0.5,,,,,,,,,1,200,1,200,,,,,20,
774,TMA,,H2O,,,,,,N2,A-B,AlOx,Pd/Al2O3,SM,0.5,,,,,,,,,1,200,1,200,,,,,30,
775,TMA,,H2O,,,,,,N2,A-B,AlOx,Cu chromite,MO,0.5,,,,0.133322,,160,N2,200,1,200,1,200,,,,,10,
776,TMA,,H2O,,,,,,N2,A-B,AlOx,Cu chromite,MO,0.5,,,,0.133322,,160,N2,200,1,200,1,200,,,,,20,0.1 nm/cycle
777,TMA,,H2O,,,,,,N2,A-B,AlOx,Cu chromite,MO,0.5,,,,0.133322,,160,N2,200,1,200,1,200,,,,,30,
778,TMA,,H2O,,,,,,N2,A-B,AlOx,Cu chromite,MO,0.5,,,,0.133322,,160,N2,200,1,200,1,200,,,,,45,
779,APTS,70,,,,,,,N2,A,NSi*,SiO2,MO,8,,,,,6-10,,air,600,120,150,,,,,,,,
780,APTS,70,,,,,,,N2,A,NSi*,SiO2,MO,8,,,,,6-10,,air,820,120,150,,,,,,,,
781,APTS,100,,,,,,,N2,A,NSi*,SiO2,MO,8,,,,,6-10,,air,450,120,150,,,,,,,,
782,(EtO)3Si(CH2)3Cp,,,,,,,,,A,Si*,SiO2,MO,,,1.8,320,100,,,air,600,120,280,,,,,,,,
783,(EtO)3Si(CH2)3Cp,,,,,,,,,A,Si*,SiO2,MO,,,1.8,320,100,,,air,820,120,280,,,,,,,,
784,TDMAT,,N2 plasma,,,,,,,A-B,TiN,Pt/C,SM,,0.268,0.45,115.45,,,,,,0.001666666667,150,0.1666666667,150,,,,,240,
785,TDMAT,,N2 plasma,,,,,,,A-B,TiN,Pt/C + Oleylamine OAm,SM,,0.296,0.4,68.77,,,,,,0.001666666667,150,0.1666666667,150,,,,,240,
786,SiCl4,23,H2O,23,,,,,,A-B,SiOx,TiO2 (P25),MO,5,,,54,0.021,100,500,,,0.5,100,3,100,,,,,2-40,
787,MeCpPtMe3,70,O2,,,,,,N2,A-B,Pt,SiO2:TiO2,MO,1.5,,,,,100,500,,,,,,,0.33-5,,5,,1,
788,MeCpPtMe3,70,O2,,,,,,N2,A-B,Pt,TiO2,MO,1.5,,,54,0.021,100,500,,,0.33-5,100,5,100,,,,,1-4,
789,MeCpPtMe3,30,O2,,,,,,Ar,A-B,Pt,C (Vulcan XC-72 R),C,0.4,,0.6135,145.45,,0.053,100,,,2,300,1.5,300,,,,,15,
790,MeCpPtMe3,30,O2,,,,,,Ar,A-B,Pt,C (Vinatech VFC-SP0450),C,0.4,,0.9839,370.92,,0.053,100,,,2,300,1.5,300,,,,,15,
791,Sn(dmamp)2,60,H2O2,25,,,,,Ar,A-B,SnOx,Pt/C (Premetek 20wt%),SM,0.3,,,,,,240,,,0.08333333333,120,0.03333333333,120,,,,,75,
792,Sn(dmamp)2,60,H2O2,25,,,,,Ar,A-B,SnOx,Pt/C (Premetek 20wt%),SM,0.3,,,,,,240,,,0.08333333333,120,0.03333333333,120,,,,,150,
793,Sn(dmamp)2,60,H2O2,25,,,,,Ar,A-B,SnOx,Pt/C (Premetek 20wt%),SM,0.3,,,,,,240,,,0.08333333333,120,0.03333333333,120,,,,,300,
794,MeCpPtMe3,65,O2,,,,,,N2,A-B,Pt,CeO2,MO,0.2,,,,,,500,,,1.666666667,150,10,200,,,,,1,
795,MeCpPtMe3,65,O2,,,,,,N2,A-B,Pt,Ce0.99Cu0.01O2,MO,0.2,,,,,,500,,,1.666666667,150,10,200,,,,,1,
796,MeCpPtMe3,65,O2,,H2,,,,N2,A-B-C,Pt,CeO2,MO,0.2,,,,,,500,,,1.666666667,150,10,200,10,200,,,1,
797,MeCpPtMe3,65,O2,,H2,,,,N2,A-B-C,Pt,Ce0.99Cu0.01O2,MO,0.2,,,,,,500,,,1.666666667,150,10,200,10,200,,,1,
798,TTIP,90,H2O,30,,,,,N2,A-B,TiOx,Pd/Al2O3,SM,3,,,115,,,,,,,150,,150,,,,,10,
799,TTIP,90,H2O,30,,,,,N2,A-B,TiOx,Pd/Al2O3,SM,100,,,115,,,,,,,150,,150,,,,,10,
800,MeCpPtMe3,30,O2,,,,,,,A-B,Pt,C (Vulcan XC72 R),C,0.4,,,,,0.0013,100,,,2,300,1.5,300,,,,,5,
801,MeCpPtMe3,30,O2,,,,,,,A-B,Pt,C (Vulcan XC72 R),C,0.4,,,,,0.0013,100,,,2,300,1.5,300,,,,,10,
802,MeCpPtMe3,30,O2,,,,,,,A-B,Pt,C (Vulcan XC72 R),C,0.4,,,,,0.0013,100,,,2,300,1.5,300,,,,,15,
803,MeCpPtMe3,30,O2,,,,,,,A-B,Pt,C (Vulcan XC72 R),C,0.4,,,,,0.0013,100,,,2,300,1.5,300,,,,,20,
804,MeCpPtMe3,30,O2,,,,,,,A-B,Pt,C (Vulcan XC72 R),C,0.4,,,,,0.0013,100,,,2,300,1.5,300,,,,,25,
805,MeCpPtMe3,30,O2,,,,,,,A-B,Pt,C (Vulcan XC72 R),C,0.4,,,,,0.0013,100,,,2,300,1.5,300,,,,,30,
806,Ru(CO)3(η4-C6H8)2,23,O2,,,,,,,A-B,Ru,C (Vulcan XC72 R),C,0.4,,,,,0.0013,100,,,2,300,1.5,300,,,,,10,
807,MeCpPtMe3,30,O2,,,,,,,A-B,Pt,Ru/C,SM,0.4,,,,,0.0013,100,,,2,300,1.5,300,,,,,5,
808,TMA,25,H2O,25,,,,,Ar,A-B,AlOx,"P (phosphate-based phosphor, LED material)",na,,,,,,0.0001,100,,,0.01666666667,75,0.01666666667,75,,,,,500,0.1
809,TMA,25,H2O,25,,,,,Ar,A-B,AlOx,"P (phosphate-based phosphor, LED material)",na,,,,,,0.0001,100,,,0.01666666667,75,0.01666666667,75,,,,,100-700,0.1
810,TDMAT,25,EDT,40,,,,,N2/Ar,A-B,TiS*,silica beads,MO,0.5,,,200,,1.33E-06,,vacuum,700,,,,,,,,,1,
811,TDMAT,25,EDT,40,,,,,N2/Ar,A-B,TiS*,silica beads,MO,0.5,,,200,,1.33E-06,,vacuum,700,,,,,,,,,1,
812,TDMAT,25,EDT,40,,,,,N2/Ar,A-B,TiS*,silica beads,MO,0.5,,,200,,1.33E-06,,vacuum,700,,,,,,,,,2,
813,TDMAT,25,EDT,40,,,,,N2/Ar,A-B,TiS*,silica beads,MO,0.5,,,200,,1.33E-06,,vacuum,700,,,,,,,,,2,
814,TDMAT,25,EDT,40,,,,,N2/Ar,A-B,TiS*,silica beads,MO,0.5,,,200,,1.33E-06,,vacuum,700,,,,,,,,,5,
815,TDMAT,25,EDT,40,,,,,N2/Ar,A-B,TiS*,silica beads,MO,0.5,,,200,,1.33E-06,,vacuum,700,,,,,,,,,5,
816,TDMAT,25,EDT,40,,,,,N2/Ar,A-B,TiS*,silica beads,MO,0.5,,,200,,1.33E-06,,vacuum,700,,,,,,,,,6,
817,TDMAT,25,EDT,40,,,,,N2/Ar,A-B,TiS*,silica beads,MO,0.5,,,200,,1.33E-06,,vacuum,700,,,,,,,,,6,
818,MeCpPtMe3,40,O2,,,,,,N2,A-B,Pt,Ni nanowires,M,0.5,,,,,0.133,,,,2.33,295,2.67,295,,,,,30,
819,TDMASn,60,H2O,RT,,,,,N2,A-B,SnOx,hexagonal boron nitride,MN,,,,28.3,0.05-0.5,,20,,,1,200,1,200,,,,,10-200,0.63 wt%
820,Pd(hfac)2,70,CH2O,RT,,,,,N2,A-B,Pd,hexagonal boron nitride,MN,,,,28.3,0.05-0.5,,20,,,3,200,3,200,,,,,"5,10,100",0.011 wt%
821,Pd(hfac)2,70,CH2O,RT,,,,,N2,A-B,Pd,SnO2,MO,,,,20,0.05-0.07,,20,,,3,200,3,200,,,,,"5,10",0.5 wt%
822,Pd(hfac)2,70,CH2O,RT,,,,,N2,A-B,Pd,SnO2/h-BN,MO,,,,,0.05-0.5,,20,,,3,200,3,200,,,,,,0.03 wt%
823,Cu(hfac)2,60,H2O,RT,,,,,N2,A-B,CuOx,TiO2,MO,3,,,54,0.021,101.325,,,,2.5,250,10,250,,,,,10,
824,Cu(hfac)2,60,H2O,RT,,,,,N2,A-B,CuOx,TiO2,MO,3,,,54,0.021,101.325,,,,5,250,10,250,,,,,10,
825,Cu(hfac)2,60,H2O,RT,,,,,N2,A-B,CuOx,TiO2,MO,3,,,54,0.021,101.325,,,,10,250,10,250,,,,,10,
826,Cu(hfac)2,60,H2O,RT,,,,,N2,A-B,CuOx,TiO2,MO,3,,,54,0.021,101.325,,,,15,250,10,250,,,,,1,
827,Cu(hfac)2,60,H2O,RT,,,,,N2,A-B,CuOx,TiO2,MO,3,,,54,0.021,101.325,,,,15,250,10,250,,,,,3,
828,Cu(hfac)2,60,H2O,RT,,,,,N2,A-B,CuOx,TiO2,MO,3,,,54,0.021,101.325,,,,15,250,10,250,,,,,6,
829,Cu(hfac)2,60,H2O,RT,,,,,N2,A-B,CuOx,TiO2,MO,3,,,54,0.021,101.325,,,,15,250,10,250,,,,,10,0.46 wt%
830,BCl3,,NH3,,,,,,N2,A-B,BN,ZrO2,MO,6,,,11.7,0.04,,,,,5,227,2,227,,,,,80,0.03 nm
831,BCl3,,NH3,,,,,,N2,A-B,BN,YSZ,MO,15,,,0.01,100,,,,,5,227,2,227,,,,,115-310,0.048 nm
832,TMA,,H2O,,,,,,N2,A-B,AlOx,Bi,M,2,,,,,0.027,40,,,0.00025,150,0.00025,150,,,,,5,
833,DEZ,,H2O,,,,,,N2,A-B,ZnOx,Bi,M,2,,,,,0.027,40,,,0.00025,150,0.00025,150,,,,,15,
834,TiCl4,,H2O,,,,,,N2,A-B,TiOx,Bi,M,2,,,,,0.027,40,,,0.0005,150,0.0005,150,,,,,40,
835,MeCpPtMe3,80,O3,,H2,,,,N2,A-B-C,Pt,C,C,,,,,,,,O2 plasma,,0.06666666667,120,0.06666666667,120,0.4166666667,,,,,
836,MeCpPtMe3,80,O3,,H2,,CO,,N2,A-B-C-D,Pt,C,C,,,,,,,,O2 plasma,,0.06666666667,120,0.06666666667,120,0.4166666667,120,0.3333333333,120,40,
837,Ni(Cp)2,60,O2,,,,,,N2,A-B,NiOx,SiO2,MO,,13.8,,297.7,250-500,0.00133,,,,3.333333333,260,0.1666666667,260,,,,,50,
